r1, r2, r3, r4, r5, r6, x, y, th
0.42222779402968974, 0.0, 0.0, 0.0, 0.8113547526005698, 0.8556501313421272, -0.8, -0.8, -0.3333333333333333
0.0, 0.0, 0.0, 0.0, 0.7259280936347144, 0.8203006452016224, -0.7333333333333333, -0.8, -0.3333333333333333
0.17612238006321076, 0.0, 0.0, 0.0, 0.6302651605471334, 0.7817448266612299, -0.6666666666666666, -0.8, -0.3333333333333333
0.01815226483437208, 0.0, 0.0, 0.0, 0.5739852239910533, 0.7285021535653651, -0.6, -0.8, -0.3333333333333333
0.0, 0.0, 0.0, 0.0, 0.5376567693482275, 0.6791176863190816, -0.5333333333333333, -0.8, -0.3333333333333333
0.0, 0.0, 0.007081902070104498, 0.0, 0.4662498410018824, 0.6377580069539114, -0.4666666666666667, -0.8, -0.3333333333333333
0.0, 0.0, 0.019572573955512387, 0.0, 0.3131410254652621, 0.5853037979149459, -0.4, -0.8, -0.3333333333333333
0.0, 0.0, 0.09363761503985875, 0.0, 0.24686086138812918, 0.5452883417842203, -0.3333333333333333, -0.8, -0.3333333333333333
0.0, 0.0, 0.12593524110242174, 0.0, 0.23239927505754382, 0.5052565475393026, -0.26666666666666666, -0.8, -0.3333333333333333
0.0, 0.036351173343940876, 0.17921996925509082, 0.0, 0.1281862928213093, 0.44937448421653625, -0.2, -0.8, -0.3333333333333333
0.0, 0.03634783398334804, 0.22165515203106176, 0.0, 0.09401813932499702, 0.3957516042489162, -0.13333333333333333, -0.8, -0.3333333333333333
0.0, 0.0838214883309689, 0.28305540322126976, 0.0, 0.07375936245813283, 0.36839528060873045, -0.06666666666666667, -0.8, -0.3333333333333333
0.0, 0.09775260616375403, 0.3224125573034567, 0.0, 0.0, 0.31691304153186234, 0.0, -0.8, -0.3333333333333333
0.0, 0.18608533289921986, 0.3862291844827164, 0.0, 0.0, 0.26894376686091154, 0.06666666666666667, -0.8, -0.3333333333333333
0.0, 0.2625229458000987, 0.39848997553670523, 0.0, 0.0, 0.21522509360013506, 0.13333333333333333, -0.8, -0.3333333333333333
0.0, 0.3295941903930548, 0.4581863257397627, 0.0, 0.0, 0.18091972960641234, 0.2, -0.8, -0.3333333333333333
0.0, 0.3385881594472217, 0.5166911026678677, 0.0, 0.0, 0.1300981929602661, 0.26666666666666666, -0.8, -0.3333333333333333
0.0, 0.4127038752890689, 0.5499199127805653, 0.0, 0.0, 0.08982832091846395, 0.3333333333333333, -0.8, -0.3333333333333333
0.0, 0.5445550300885007, 0.5803068159788181, 0.0, 0.0, 0.030907010239677363, 0.4, -0.8, -0.3333333333333333
0.0, 0.5298780660614486, 0.6383324041819779, 0.0, 0.0, 0.0016435704339687776, 0.4666666666666667, -0.8, -0.3333333333333333
0.0, 0.5985436804675837, 0.687269390675718, 0.0, 0.0, 0.0, 0.5333333333333333, -0.8, -0.3333333333333333
0.0, 0.6681044833874452, 0.7225059899766262, 0.0624964291986289, 0.0, 0.0, 0.6, -0.8, -0.3333333333333333
0.0, 0.7328500312811848, 0.7706200229375832, 0.0, 0.0, 0.0, 0.6666666666666666, -0.8, -0.3333333333333333
0.0, 0.7795241130159173, 0.8089506705350797, 0.0, 0.0, 0.0, 0.7333333333333333, -0.8, -0.3333333333333333
0.0, 0.8243276848005091, 0.8634575206116728, 0.17960973605360156, 0.0, 0.0, 0.8, -0.8, -0.3333333333333333
0.5502040736417018, 0.0, 0.0, 0.0, 0.7565135514763884, 0.8740047093423148, -0.8, -0.7333333333333333, -0.3333333333333333
0.26910389628585224, 0.0, 0.0, 0.0, 0.7129860258391155, 0.8242895935028557, -0.7333333333333333, -0.7333333333333333, -0.3333333333333333
0.32856395562656754, 0.0, 0.0, 0.0, 0.6972806493997463, 0.7891698213291416, -0.6666666666666666, -0.7333333333333333, -0.3333333333333333
0.0, 0.0, 0.0, 0.0, 0.6092200743237088, 0.7359674203561555, -0.6, -0.7333333333333333, -0.3333333333333333
0.09734723511953766, 0.0, 0.0, 0.0, 0.4220163737816704, 0.6813038788696282, -0.5333333333333333, -0.7333333333333333, -0.3333333333333333
0.0, 0.0, 0.0, 0.0, 0.39777909378551524, 0.6224629585845303, -0.4666666666666667, -0.7333333333333333, -0.3333333333333333
0.0, 0.0, 0.05716133339422101, 0.0, 0.36186916544937564, 0.5846187287006697, -0.4, -0.7333333333333333, -0.3333333333333333
0.0, 0.0, 0.10146635272663862, 0.0, 0.27873745147757245, 0.5438022383803625, -0.3333333333333333, -0.7333333333333333, -0.3333333333333333
0.0, 0.0, 0.1485213331497123, 0.0, 0.05821245070501354, 0.4968271177699988, -0.26666666666666666, -0.7333333333333333, -0.3333333333333333
0.0, 0.0, 0.18391817847728645, 0.0, 0.04935957242787308, 0.4366585504272776, -0.2, -0.7333333333333333, -0.3333333333333333
0.0, 0.011696736401031261, 0.22030757693701886, 0.0, 0.09673520918877317, 0.4075826444167261, -0.13333333333333333, -0.7333333333333333, -0.3333333333333333
0.0, 0.058983927610518926, 0.27006220017129734, 0.0, 0.0, 0.3632016882948663, -0.06666666666666667, -0.7333333333333333, -0.3333333333333333
0.0, 0.07985692854047942, 0.32121849252945295, 0.0, 0.04093176093611721, 0.27535904626758206, 0.0, -0.7333333333333333, -0.3333333333333333
0.0, 0.23047407466292663, 0.3672008987684412, 0.0, 0.0, 0.2651788712588882, 0.06666666666666667, -0.7333333333333333, -0.3333333333333333
0.0, 0.2349743896162433, 0.4104690551216465, 0.0, 0.0, 0.2125723774591416, 0.13333333333333333, -0.7333333333333333, -0.3333333333333333
0.0, 0.33242288229084294, 0.4630337445319188, 0.0, 0.0, 0.15506299489813166, 0.2, -0.7333333333333333, -0.3333333333333333
0.0, 0.393378798906378, 0.5008826752212849, 0.0, 0.0, 0.12026233377149927, 0.26666666666666666, -0.7333333333333333, -0.3333333333333333
0.0, 0.3702098479326712, 0.5368800493547573, 0.0, 0.0, 0.08316848769467043, 0.3333333333333333, -0.7333333333333333, -0.3333333333333333
0.0, 0.4581639549361899, 0.5961079863424302, 0.0, 0.0, 0.0, 0.4, -0.7333333333333333, -0.3333333333333333
0.0, 0.5315180993968485, 0.6478458921575889, 0.0, 0.0, 0.0, 0.4666666666666667, -0.7333333333333333, -0.3333333333333333
0.0, 0.6139238443610957, 0.6959401713137017, 0.0, 0.0, 0.0, 0.5333333333333333, -0.7333333333333333, -0.3333333333333333
0.0, 0.6718276243294099, 0.7312144575728341, 0.0, 0.0, 0.0, 0.6, -0.7333333333333333, -0.3333333333333333
0.0, 0.6955694191316212, 0.7827326669027755, 0.21668167906671432, 0.0, 0.0, 0.6666666666666666, -0.7333333333333333, -0.3333333333333333
0.0, 0.7879837122931024, 0.832838068382358, 0.0, 0.0, 0.0, 0.7333333333333333, -0.7333333333333333, -0.3333333333333333
0.0, 0.8517052574933138, 0.871153837978654, 0.39526373771673445, 0.0, 0.0, 0.8, -0.7333333333333333, -0.3333333333333333
0.2809758290121518, 0.0, 0.0, 0.0, 0.7885566026447394, 0.8714000811488091, -0.8, -0.6666666666666666, -0.3333333333333333
0.16399948695105043, 0.0, 0.0, 0.0, 0.7048492592747877, 0.8230249144259768, -0.7333333333333333, -0.6666666666666666, -0.3333333333333333
0.27623694265570065, 0.0, 0.0, 0.0, 0.6425155238329914, 0.7716600661700868, -0.6666666666666666, -0.6666666666666666, -0.3333333333333333
0.11527516347830218, 0.0, 0.0, 0.0, 0.6162105286329939, 0.7307310010020514, -0.6, -0.6666666666666666, -0.3333333333333333
0.0, 0.0, 0.0, 0.0, 0.4791189937981721, 0.6791307226916911, -0.5333333333333333, -0.6666666666666666, -0.3333333333333333
0.0, 0.0, 0.013880720919590158, 0.0, 0.4354792322271174, 0.6169502375109839, -0.4666666666666667, -0.6666666666666666, -0.3333333333333333
0.0, 0.0, 0.04237178962065919, 0.0, 0.37140725690107196, 0.5886191465730556, -0.4, -0.6666666666666666, -0.3333333333333333
0.0, 0.0, 0.09094807753634879, 0.0, 0.2981556059290151, 0.5557684205819813, -0.3333333333333333, -0.6666666666666666, -0.3333333333333333
0.0, 0.0, 0.12379955950433486, 0.0, 0.17554187163907292, 0.4864586743085709, -0.26666666666666666, -0.6666666666666666, -0.3333333333333333
0.0, 0.0, 0.17926055675922786, 0.0, 0.061618203047442845, 0.4411455867350903, -0.2, -0.6666666666666666, -0.3333333333333333
0.0, 0.029173600829968286, 0.222427466049703, 0.0, 0.04963930953253913, 0.42261317100603923, -0.13333333333333333, -0.6666666666666666, -0.3333333333333333
0.0, 0.0655277448772645, 0.2547425439426956, 0.0, 0.05761288058123203, 0.3358635353673157, -0.06666666666666667, -0.6666666666666666, -0.3333333333333333
0.0, 0.15377930970528825, 0.32041914227411106, 0.0, 0.0, 0.3007578829402764, 0.0, -0.6666666666666666, -0.3333333333333333
0.0, 0.16785952174611948, 0.3879953258935304, 0.0, 0.0, 0.2562401180230295, 0.06666666666666667, -0.6666666666666666, -0.3333333333333333
0.0, 0.29217754464679313, 0.41772059328321154, 0.0, 0.0, 0.16609372989861057, 0.13333333333333333, -0.6666666666666666, -0.3333333333333333
0.0, 0.26893917908258724, 0.4608982912389745, 0.0, 0.0, 0.16615928840013053, 0.2, -0.6666666666666666, -0.3333333333333333
0.0, 0.39844579560327953, 0.5170966079387092, 0.0, 0.0, 0.13237441971787267, 0.26666666666666666, -0.6666666666666666, -0.3333333333333333
0.0, 0.4389772789859061, 0.5505154391563671, 0.0, 0.0, 0.0814388410309034, 0.3333333333333333, -0.6666666666666666, -0.3333333333333333
0.0, 0.5078309163661693, 0.5918913558248808, 0.0, 0.0, 0.03163426768966342, 0.4, -0.6666666666666666, -0.3333333333333333
0.0, 0.5536401349122427, 0.6424777121751498, 0.0, 0.0, 0.007463517866554606, 0.4666666666666667, -0.6666666666666666, -0.3333333333333333
0.0, 0.6032522818945184, 0.681986214899628, 0.0, 0.0, 0.0, 0.5333333333333333, -0.6666666666666666, -0.3333333333333333
0.0, 0.6770910679658113, 0.7544546297548347, 0.0, 0.0, 0.0, 0.6, -0.6666666666666666, -0.3333333333333333
0.0, 0.7136442039245117, 0.7883883187466466, 0.027885639087835243, 0.0, 0.0, 0.6666666666666666, -0.6666666666666666, -0.3333333333333333
0.0, 0.7570652384185683, 0.8210041191422156, 0.21106785215941523, 0.0, 0.0, 0.7333333333333333, -0.6666666666666666, -0.3333333333333333
0.0, 0.8356195807370165, 0.8723057400987159, 0.0, 0.0, 0.0, 0.8, -0.6666666666666666, -0.3333333333333333
0.4700690024249136, 0.0, 0.0, 0.0, 0.8087917312371776, 0.8805342742932276, -0.8, -0.6, -0.3333333333333333
0.3255175655994772, 0.0, 0.0, 0.0, 0.6660469164355193, 0.8215856857388631, -0.7333333333333333, -0.6, -0.3333333333333333
0.2612645581448806, 0.0, 0.0, 0.0, 0.6430218987496376, 0.7675264908300037, -0.6666666666666666, -0.6, -0.3333333333333333
0.05535574154275766, 0.0, 0.0, 0.0, 0.5843616778406233, 0.7492904180095108, -0.6, -0.6, -0.3333333333333333
0.0, 0.0, 0.0, 0.0, 0.5179760185585719, 0.6817439313826045, -0.5333333333333333, -0.6, -0.3333333333333333
0.0, 0.0, 0.0, 0.0, 0.43399327293867695, 0.6402049559389414, -0.4666666666666667, -0.6, -0.3333333333333333
0.0, 0.0, 0.051262874413106826, 0.0, 0.3449450196702956, 0.5940043544926847, -0.4, -0.6, -0.3333333333333333
0.0, 0.0, 0.05571667545983317, 0.0, 0.29560524948999883, 0.5430904820559767, -0.3333333333333333, -0.6, -0.3333333333333333
0.0, 0.0, 0.14805843815418177, 0.0, 0.30538799392053223, 0.4882214145483837, -0.26666666666666666, -0.6, -0.3333333333333333
0.0, 0.0, 0.1820979362856755, 0.0, 0.11439004387120426, 0.4639984676462571, -0.2, -0.6, -0.3333333333333333
0.0, 0.06078701252239382, 0.21788061634511433, 0.0, 0.14940240472960614, 0.40939618444276826, -0.13333333333333333, -0.6, -0.3333333333333333
